Respondent ID,Region,ETA Office,Topic,Question,Answer,Score
144297759,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Customer Centered Design,D-Excellent,4
144297861,Dallas,Office of Job Corps,The amount of learning I experienced in this training was,Customer Centered Design,D-Excellent,4
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Customer Centered Design,D-Excellent,4
144298069,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Customer Centered Design,D-Excellent,4
144297253,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297438,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297626,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297662,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297718,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297734,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297759,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297861,Dallas,Office of Job Corps,The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144298069,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,D-Excellent,4
144297781,Dallas,,The amount of learning I experienced in this training was,Change Management,B-Average,2
144297781,Dallas,,The amount of learning I experienced in this training was,Customer Centered Design,B-Average,2
144297781,Dallas,,The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,B-Average,2
144296534,Dallas,Office of State Systems- UI,The amount of learning I experienced in this training was,Change Management,C-Good,3
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Change Management,C-Good,3
144297578,Dallas,Office of State Systems- UI,The amount of learning I experienced in this training was,Change Management,C-Good,3
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Change Management,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297888,Dallas,,The amount of learning I experienced in this training was,Change Management,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,C-Good,3
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Change Management,C-Good,3
144296534,Dallas,Office of State Systems- UI,The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297578,Dallas,Office of State Systems- UI,The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297888,Dallas,,The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Customer Centered Design,C-Good,3
144297151,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297340,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297507,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297578,Dallas,Office of State Systems- UI,The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297603,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297690,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297814,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297888,Dallas,,The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297918,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297943,Dallas,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297985,Dallas,"Office of State Systems (OSS)-WIOA, WP, etc",The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,C-Good,3
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Change Management,A-Bad,1
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Customer Centered Design,A-Bad,1
144297547,Dallas,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Sector Strategies and Career Pathways,A-Bad,1
141038023,Philadelphia,Office of State Systems- UI,The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141038281,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141038605,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141038836,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141039044,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141039117,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141039312,Philadelphia,Office of Special Initiatives and Demonstrations (OSID),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
141039376,Philadelphia,Division of Financial Management & Administrative Services (DFMAS),The amount of learning I experienced in this training was,Change Management,D-Excellent,4
